,text,label
5409,"just for the record, i am notwas not in an ipad 2 line. i merely passed by while making some minor #sxsw rounds. home now.",No emotion toward brand or product
5410,enjoying the rooftop terrace at the speakeasy. reassured that by 'extraordinary hacking' google meant soft couches and bar #sxsw,No emotion toward brand or product
5411,the unofficial #sxsw torrents are a great way to hear what you can expect this year,No emotion toward brand or product
5412,going to the urinal while holding ur ipad and tweeting about it is tough! #sxsw,No emotion toward brand or product
5413,phone on the way out battery wise and i believe this week is the only week i'd be comfortable typing on an ipad on sixth st. #sxsw,Positive emotion
5414,theory: using google mood index on social media posts can predict movement of dow jones 6 days in advance #sxsw #smvis,No emotion toward brand or product
5415,it was either go to #sxsw or wait in line and buy a tricked out ipad for my mom's birthday. guess who isn't in austin.,Positive emotion
5416,"after further review, it's probably my downloading of the #sxsw torrents making things slow",No emotion toward brand or product
5417,they did?? oh apple you are so smart.  #sxsw,Positive emotion
5418,they're flowing like water at the pop up apple store in downtown austin near #sxsw. know anyone still there?,No emotion toward brand or product
5419,they're journalists. they just spent all their money on #sxsw passes. who can afford google tv?,Negative emotion
5420,they're setting up a temporary store at #sxsw today. why bother with the apple store when it's coming to us?,Positive emotion
5421,the only thing i got from this smarmcake #sxsw writeup was that #google has #ontologists.  #ontologyshoutoutwut,No emotion toward brand or product
5422,"well something is happening at my bus stop, prob something with #sxsw or #apple, dunno",No emotion toward brand or product
5423,where is this #apple truck? i need the #ipad #sxsw,Positive emotion
5424,where is this ipad pop up store? #sxsw #caniexpenseanipad,No emotion toward brand or product
5425,this time next week google party at #sxsw!,Positive emotion
5426,"thought you may be interested in this #sxsw session ""your mom has an ipad: designing for boomers""",No emotion toward brand or product
5427,food for thought: i prefer #sxsw app to website scheduler. iphone changed my life. interesting how smart phones have changed communications.,Positive emotion
5428,i've run through 270 of my iphone battery in 8 hours. #sxsw,No emotion toward brand or product
5429,google maths of the day: wave  buzz  circles! #google #circles #fail #sxsw,No emotion toward brand or product
5430,"ringo deathstarr be flooding ear canals at red 7 right about now, mind of adi showcase  location:   #sxsw",No emotion toward brand or product
5431,"#apple enthusiasts lining up for #ipad2 outside pop-up apple store in austin for #sxsw. 6thcongress, opens 5pm",No emotion toward brand or product
5432,i just noticed dst is coming this weekend. how many iphone users will be an hour late at sxsw come sunday morning? #sxsw #iphone,Negative emotion
5433,"#sxsw
austin apple store security guard enjoying the new ipad2",No emotion toward brand or product
5434,nice! austin apple pop up shop in time for #sxsw rt  the i p a d s have arrived! #sxsw,Positive emotion
5435,"well, austin's the only place in the us to get an ipad 2 apparently. #austinwins #sxsw",Positive emotion
5436,still waiting for someone to stop by with the new ipad 2 and my game on it. the prize is waiting for you!  #sxsw,Positive emotion
5437,just tweeting from my new ipad 2. #jealous #sxsw #wssxsw,Positive emotion
5438,"who's sitting in the lobby of her hotel after 2am for free wifi so she can set up her new ipad?  yeah, that's me.  #sxsw",Positive emotion
5439,experimenting is crucial to the google brand says marissa mayer  #marissagoogle #sxsw,No emotion toward brand or product
5440,"live tweeting of ""google and bing speak on rankings begins in 10 min. doubt they'll say anything useful, it may be interesting :) #sxsw",No emotion toward brand or product
5441,apple putting up a store in downtown austin for #sxsw. ipad 2 and a tablet app will disrupt - can't wait.,Positive emotion
5442,apple setting up temporary store in austin for #sxsw attendees to get their ipad2 fix:,Positive emotion
5443,"group texting war heats up: fast society launches new android app, updates iphone app  #sxsw #mobilenews",No emotion toward brand or product
5444,#sxsw sitting with   and eric from google getting ready for,No emotion toward brand or product
5445,"dear  , please tell us soon about google circles, as unveiled at #sxsw. thanks!",Positive emotion
5446,askd  (he's at #sxsw) no answr! rt  google latina & u find porn. this is 1st impression people get about us? #latism,No emotion toward brand or product
5447,hmm.  broke 'google circles' story this morning.  pointing us to the article now  #scinfluence #sxsw,No emotion toward brand or product
5448,like  download 'freak jet' on your iphone. hilarious. see i'm learning new stuff at #sxsw,Positive emotion
5449,"grab  for #betainvites #sxsw!  new android camera, raises 1.1m from valley players bit.lyea1zgd via",Positive emotion
5450,"on perception of google street view as big brother - trying to be transparent about data we have, give users control -  #sxsw",No emotion toward brand or product
5451,mom ( quick - apply for a job  they need help identifying this bird through search!  #sxsw,No emotion toward brand or product
5452,"now,  tells how the ipad is making more accessible for all people is your site ready? #poursite #sxsw",Positive emotion
5453,"#sxsw protip: if your iphone keeps saying it has no internet connection but you have a good signal, turn off 3g. edge works perfectly.",No emotion toward brand or product
5454,"music: artist: duckett song name: another girl instrumental source: creative commons, via ...  #ipad #sxsw #gadgets",No emotion toward brand or product
5455,google latitude to make a big push at #sxsw..will they breakthrough this year?,Positive emotion
5456,mobile activations of  up 200 in 9 months with android taking huge market share #sxswmobileapps #sxsw #accesssxsw,Positive emotion
5457,robot battles hosted by google and lego are about to start. #sxsw,No emotion toward brand or product
5458,"congrats to  another  winner of an #ipad case, it's going on a mission trip with his sister in haiti! #sxsw #cbatsxsw",Positive emotion
5459,congrats to  for executing the  event guide! have it loaded on my iphone #sxsw #sxsw11,Positive emotion
5460,congrats to  for getting to the next level in his fave ipad game pengairborne #dowtimebetweensessions #iamagameshater #sxsw,No emotion toward brand or product
5461,en route to austin for #sxsw - i'll bet a new iphone 5 that's 90 of the flight,No emotion toward brand or product
5462,"san jose to austin.  i am surrounded by apple and google peeps, every tech nerds dream. time turn up the charm and find a new bff #sxsw",Positive emotion
5463,this has to be the first apple product launch that hasn't plagued my twitter stream #sxsw,No emotion toward brand or product
5464,"congrats to bernd, florian and  on the launch of the guguchu ticket terminal iphone app ahead of #sxsw",Positive emotion
5465,the line to buy an ipad 2 stretches 2 blocks. not getting one today. :) #sxsw,No emotion toward brand or product
5466,"we start to compete with the bigger guys now, like google. #checkins #pnid #sxsw",Positive emotion
5467,"i'd love to get my #ipad2 at the #apple store that's popping up downtown tomorrow, but lack the patience for #sxsw douchebaggery.",Positive emotion
5468,to have temp store at 6th & congress during #sxsw now attendees have no excuse to not be walking around with an #ipad 2! #austin,Positive emotion
5469,the memento ios app is on sale for 99 for #sxsw  wait just one momento let social media create your diary  #iphone,No emotion toward brand or product
5470,contests to juan on winning our last  commuter case for #iphone 4 ! 2 50 gift cards left! #cbatsxsw #sxsw,No emotion toward brand or product
5471,"congrats to kenny, who now enjoys a spanking new  case for his ipad!  look how happy he is!  :-d #sxsw #",Positive emotion
5472,to launch 'circles' later today at #sxsw?? gotta love #sxsw - one platform for everything from independent film to innovative tech,No emotion toward brand or product
5473,"to launch ""groupon or living social-type"" rewards at #sxsw -  (via",No emotion toward brand or product
5474,"to launch social network called circles, possibly today  #sxsw via:  - this should be interesting  jl",No emotion toward brand or product
5475,starting to make my google cal for #sxsw. really excited to see,No emotion toward brand or product
5476,"guy next to me is carefully studying the ""best parties at #sxsw 11"" spreadsheet he made on on his ipad. but it's an ipad 1. n00b!",No emotion toward brand or product
5477,to open temporary store at sxsw  they should use  too #sxsw,No emotion toward brand or product
5478,up early to purchase the #ipad 2 for our awesome sweepstakes giveaway and game at #sxsw! details coming soon!,Positive emotion
5479,to sell ipad 2s to #sxsw attendees. it worked. they sold out.,Positive emotion
5480,the line to the #apple #ipad2 popup store on 6th & congress warps around to 5th st. #sxsw,No emotion toward brand or product
5481,just got to the google party at speakeasy. free drinks and food coming out! #sxsw,No emotion toward brand or product
5482,"congrats to va client discovr, kicking a and taking names:   hottest music app at #sxsw?",No emotion toward brand or product
5483,"planning to wait for the ipad2 at the #sxsw apple store, get #infektd. might be players in the crowd.",Positive emotion
5484,"released today by  spin play: spin magazine's ipad app, download it now! (1st issue free)  #sxsw",No emotion toward brand or product
5485,"""tattoo for an ipad"" chalked on the pavement. what can it mean? #sxsw #applefanatic",Positive emotion
5486,"my #sxsw toolkit:  laptopcharger, iphone, h2o, bike, & shades:  i'm a walking apple ad with a touch of rei.  what's in your #sxswtoolkit?",Positive emotion
5487,my cnet story on apple's schooling the social marketing execs at #sxsw with its pop-up #ipad2  launch,No emotion toward brand or product
5488,there is totally a make-shift apple store downtown. #sxsw,No emotion toward brand or product
5489,totally digging the new foursquare on iphone. just in time for #sxsw. craps rematch in austin from big omaha?,Positive emotion
5490,"totally! i mean, the number of companies that seemed to be offering the same thing at #sxsw was sad. apple beat you, give up guys.",Positive emotion
5491,"at ""touching stories: designing magazines for the ipad #touchingstories #tbwasxsw #sxsw",No emotion toward brand or product
5492,"google hotpot - ""not as good as other services, but we will force it on you anyways."" #sxsw",Negative emotion
5493,"google hotpot at #sxsw - instant rating & review via places, social sharing, etc. yelp killer?",No emotion toward brand or product
5494,google hotpot brings netflix-style functionality to places. result is yelp with no personality. #bettersearch #sxsw,No emotion toward brand or product
5495,google hotpot demo at #sxsw seems a whole lot like #yelp to me- innovate or not be left outa game? they show heat maps2,No emotion toward brand or product
5496,google hotpot has anyone used it? #sxsw,No emotion toward brand or product
5497,google hotpot is a new app that let's people rate where they are. i guess its a logical business progression for them #marissagoogle #sxsw,Positive emotion
5498,after 5 straight days on my ipad at #sxsw it's such a welcome change to flip through a fashion mag #printisnotdead #digitalblasphemy,No emotion toward brand or product
5499,"look for transit info for us and canada at gtfs, city-go-round, transit developer google group #sxsw #transitapps",No emotion toward brand or product
5500,#sxsw #metricsdrivendesign.  wrote a response exactly in regards to the speakers google reference uidesignguide.com search blog response,No emotion toward brand or product
5501,crowd control at the apple pop up #sxsw,No emotion toward brand or product
5502,don't distrub my circles - rt  we're not launching any products at #sxsw - dancing today,No emotion toward brand or product
5503,"the industry party #gsdm #google was a grand affair.
#sxsw",Positive emotion
5504,got lost trying to fond the apple store in austin so  instead!! #sxsw,No emotion toward brand or product
5505,apple rents retail space downtown austin for #sxsw  must avoid 3-block radius tomorrow (via,No emotion toward brand or product
5506,ipad 2 gets temporary apple store for sxsw  #apple #applestore #ipad2 #sxsw #verizon,No emotion toward brand or product
5507,#apple sets up temporary store for #ipad2?    im a lil jealous #sxsw,Positive emotion
5508,what's better than sweets? a new ipad just in time for #sxsw,Positive emotion
5509,design patterns for user engagement at sxsw. i'm interested to hear what google has to say on the subject... #sxsw #makinggamesbetter,No emotion toward brand or product
5510,iphone battery about to die. nooooooooooooooo. #sxsw,No emotion toward brand or product
5511,iphone battery is going quickly. guy behind me let me borrow his portable charger. i want one!  #sxsw,Negative emotion
5512,louis vuitton has an iphone app. called amble #digitalluxury #sxsw,No emotion toward brand or product
5513,are you stuck inthat long a line at the apple store? come check us out! we are in the next block across from driskill! #apple #sxsw  #wam,No emotion toward brand or product
5514,are you stupid? find it out at the #sxsw on your mac  for a special price! #games #mac,No emotion toward brand or product
5515,any #startups need an #android developer for #sxsw?,No emotion toward brand or product
5516,82 of future tablet buyers say they'll choose apple's ipad see pop-up store at #sxsw,Positive emotion
5517,#sxsw featured artist playlist available for free  via  #free #music,No emotion toward brand or product
5518,"internet tv is coming. google tv, dvrs, xbox. this train isn't stopping. barry diller #sxsw",No emotion toward brand or product
5519,"ok #sxsw tweeps on my flight, no one freak out... i'm going to be reading a book. a real one. no ipad, no kindle - just paper. ;) #analog",No emotion toward brand or product
5520,"if i'm retweeting it, chances are it's being added to my spreadsheet #sxsw",No emotion toward brand or product
5521,"watching twit live #sxsw, want to go next year now. also want an ipad, but i'm content to wait awhile. i always buy technology late anyway.",Positive emotion
5522,i need a twitter app recommendation for my new ipad 2. thoughts? #sxsw,No emotion toward brand or product
5523,nice of #twitter to lwr boom on #api devs undr covr of #japan #tsunami #earthquake #sxsw #wisconsin #libya,No emotion toward brand or product
5524,"wow, the twitter. can look it up on the google :). rt  in honor of  how is everyone on the twitter doing? #sxsw",No emotion toward brand or product
5525,google's two main #seo factors: topicality and site authority from via  at #sxsw,No emotion toward brand or product
5526,"block party capitalism ballroom f #sxsw
just went to google thing last session but only because first choice was full",No emotion toward brand or product
5527,#sxsw party rule: don't slip on piss and drop your iphone in the urinal. true story. not me either. promise...,No emotion toward brand or product
5528,#sxsw party time with  and  thanks,No emotion toward brand or product
5529,how do you know when you are at a google party? you find the only samsung galaxy tab at #sxsw...,No emotion toward brand or product
5530,to all you nice people going to #sxsw have fun. check in with  #twit #twig     . any #android #podcasters?,No emotion toward brand or product
5531,"highly doubt  will announce new social effort at #sxsw today...does not seem their style, but i greatly look forward to seeing it.",No emotion toward brand or product
5532,#casualeducationgames #sxsw proposal to download an update to your textbook - more good news for apple,No emotion toward brand or product
5533,"on the couch with ipad propped on my gut full of breakfast tacos. a dangerous position for inertia. what's happening tonight, #sxsw friends?",No emotion toward brand or product
5534,wow you suck  ipad #sxsw rebecca black #fab5,Negative emotion
5535,"?? from audience asks  what her favorite non-google product is & why - she says, i really love my swiss omega watch #sxsw",No emotion toward brand or product
5536,"never thought i'd be sitting on the floor of the austin convention center, but that's the best place to plug in my iphone charger. #sxsw",No emotion toward brand or product
5537,apple brought in 5 employees from each store in texas to staff the popup store. #sxsw,No emotion toward brand or product
5538,apple brought touch ui to the masses and i'm listening to 2 microsoft guys talk about it. #sxsw,No emotion toward brand or product
5539,"npr fan built first iphone app, not affiliated with npr he was firefighter and coder #sxsw",No emotion toward brand or product
5540,so grateful my twitterstream is mostly full of empathy and concern for events other than ipad 2 and #sxsw.,No emotion toward brand or product
5541,"google would be a great partner for us, says  looking for more distribution and better products. #sxsw",Positive emotion
5542,"ummm - are u a dinosaur?   #sxsw question are u a dinosaur, shark, ninja or pirate.   #google party like it's 1986.",No emotion toward brand or product
5543,#google rumored to unveil new social network circles today at #sxsw,No emotion toward brand or product
5544,google launches route around traffic - offers 3 options to keep you out of traffic. saves 2yrs worth of time...every day. #sxsw,Positive emotion
5545,"google launching social network ""google circles""   #sxsw ?????",No emotion toward brand or product
5546,lines around the block for the new ipad 2 in austin #sxsw. this is one lucky recipient.,Positive emotion
5547,route around traffic from google maps saves users 2 years worth of time...everyday #sxsw,Positive emotion
5548,we're so ungrateful bc we have too much shit to play with. so turn off some of your shit (iphone) now and then. #sxsw,Negative emotion
5549,kind of funnysad that the ipad release line was longer than any party lines (i saw) at #sxsw last night. #sheeple,Positive emotion
5550,"google ""challenge is 2 stay true 2 what originally built this big & successful brand experimentation & moving fast #sxsw",No emotion toward brand or product
5551,"google ""china is not the middle east""  #sxsw",No emotion toward brand or product
5552,"i'm at ""designing ipad interfaces: new navigation schema"" at acc, heading to a ""future of touch"" panel after. 1 track mind. #sxsw #sxswlib11",No emotion toward brand or product
5553,"i picked up a ""mophie"" iphone charge case at the #sxsw tradeshow. doubt i'll use it all the time but it's great for long days out.",Positive emotion
5554,"i picked up a white #ipad2 today at the apple store, #sxsw!",Positive emotion
5555,i messed up and didn't bring iphone charger. anyone got one i could borrow for 10 mins? #sxsw,No emotion toward brand or product
5556,"prepping up for #sxsw aka ""nerds gone wild"" - here's a list of all the parties thanks",No emotion toward brand or product
5557,apple popup store is still under constuction! that's not keeping a 50 line of people standing in line for it. #sxsw,No emotion toward brand or product
5558,apple popup store line still circles the block. #sxsw,No emotion toward brand or product
5559,"apple popup store! #sxsw   apple store, sxsw  #photo",No emotion toward brand or product
5560,ipad pop up was the longest line for #sxswi & kanye's vevo show  #sxsw should be the same,No emotion toward brand or product
5561,"catching up with  in our hotel room after day 1 of #sxsw. also, tweeting this from my new ipad.",Positive emotion
5562,another super smart move by apple   temporary store at sxsw #apple #sxsw,Positive emotion
5563,"sxsw: groupme says its going global. first, it adds new social features.  #android #iphone #sms #stevemartocci #sxsw",No emotion toward brand or product
5564,stumbled upon #sxswapis when the googlebing session was full. terrific so far! #sxsw,No emotion toward brand or product
5565,record your #sxsw experience with your iphone.,No emotion toward brand or product
5566,what's your take on ipad?  i really want it! #checkins #sxsw,Positive emotion
5567,nice gesture - #lonely-planet makes #austin guide on iphone free for #sxsw,Positive emotion
5568,the pressure (ahem... excuse) to buy mounts rt:  ipad 2 is the must-have gadget at #sxsw  via,Positive emotion
5569,#sxsw future 15 program:  google tv to ipad apps - the connected tv experience -,No emotion toward brand or product
5570,i'm not sure that i care about the first guy to get an ipad 2 at #sxsw unless he is about to post it to me...,No emotion toward brand or product
5571,what i journal with on my iphone: rt   momento is on sale for #sxsw  - grab it now for just 59p  99!,Positive emotion
5572,"packed house for #sxsw session - ""q&a w google & bing on website ranking"" (w  ( hilton, salon j)",No emotion toward brand or product
5573,"a full house. apparently more people care about their google rankings than synthetic life. tsk, tsk people. #qagb #sxsw",No emotion toward brand or product
5574,"#android users: what your favorite #mobile app? something new  snazzy out of #sxsw? let me know, thanks!",No emotion toward brand or product
5575,uses the google chrome developer tool on itself. points out javascript console has extensive api  #killerhack #sxsw,No emotion toward brand or product
5576,next discussion  #cellbots unofficial google platform that controls the brain of our cellphones #gsdm #sxsw connect to the #cloud,No emotion toward brand or product
5577,someone just held up ipad with giant like on it. love #sxsw.,Positive emotion
5578,"my wife just tried to call my att iphone, only 2 have att say my number was not working. is #sxsw taking down all att networks nationwide?",No emotion toward brand or product
5579,"helpful austin relay user imparted useful recon info on the #sxsw apple store location. thanks, phil!",No emotion toward brand or product
5580,"cruisin austin, checked out the venue for tomorrow night, and saw the looong apple ipad line #sxsw",No emotion toward brand or product
5581,apple's customer service is top notch. they've even got guys hanging out with the line giving inventory updates and just being nice #sxsw,Positive emotion
5582,stellar customer service at the #apple store. wish every purchase was that smooth. :) #sxsw,Positive emotion
5583,hanging out at the convention center with  and  find us and win a free ipad 2!!!!! #beiber #sxsw,No emotion toward brand or product
5584,hanging out in the hilton lobby in downtown austin. stop by and say hi and check out the android controller for #sonos. #sxsw,No emotion toward brand or product
5585,best to put ipad controls at top of screen - on bottom they may sink into a belly! #tapworthy #sxsw,No emotion toward brand or product
5586,plucked out of the very end of the taxi line by a stranger from  for lift to airport in rental car #payitforward #sxsw,No emotion toward brand or product
5587,missing out on #sxsw? catch a piece of the action with our street cam:   #sxswi and stream to your #ipad 2,No emotion toward brand or product
5588,heading out to the googleaclueff party. yep. me and google. throwing them back. reliving old times. should be fun. ##sxsw,Positive emotion
5589,hanging out with  connecting  in1102 to the ipad 2. #sxsw,No emotion toward brand or product
5590,google route-around traffic is pretty sweet. route-around is saving users 2 years each day! efficient for time and the environment. #sxsw,Positive emotion
5591,c5: precautions  codes valid: 4:00-7:59:59p 031111 #infektd #sxsw #cvdc,No emotion toward brand or product
5592,"waiting outside the #sxsw apple store for my #ipad2
#woohoo",Positive emotion
5593,"re: ipad ux.  ""the message is the medium.""  #globalmoxie #sxsw",No emotion toward brand or product
5594,need to buy an ipad2 while i'm in austin at #sxsw. not sure if i'll need to q up at an austin apple store?,Positive emotion
5595,"haha, a guy is asking #marissagoogle google interview questions! #sxsw",No emotion toward brand or product
5596,"hey, #usguys at #sxsw, let us know what you think of the new google circles social media platform :) #usxsw",No emotion toward brand or product
5597,twitter buzz for apple store:  - rt  temporary apple store opens  6th & congress tomorrow. #ipad2 #sxsw,No emotion toward brand or product
5598,"google dev at the panel indicates that android now has a screen reader that works with widgets, native ui, web views and the browser #sxsw",Positive emotion
5599,v1.2 of #sxsw go iphoneipad app is now live. better updates & my schedule sync. would love to know what you think,Positive emotion
5600,users drive 12 billion miles a year with google maps navigation...  via  #sxsw,No emotion toward brand or product
5601,anyone have any suggestions on getting t-mobile prepaid data to work on my iphone? only phonetxt is working. #sxsw,No emotion toward brand or product
5602,fuck i love austin. just left the youtube google party at maggie maes. fun times! got some youtube tube socks. lol #sxsw #austin,Positive emotion
5603,"you'll have to wait 4-5 weeks for an ipad 2, but not at the #appleatxdt pop-up! shipments daily (via  #sxsw",Negative emotion
5604,"ipad 2 giveaway in full-force!  person with most friends in hisher city by end of #sxsw wins! hint, a strong email list works well! #sxswi",Positive emotion
5605,just arrived and haven't seen a single person without an iphone. att better be ready! #sxsw,No emotion toward brand or product
5606,can you even get in to #sxsw without an iphone?,No emotion toward brand or product
5607,"if you haven't already, download the (free) #sxsw music sampler from itunes  (itunes link). it's good!",Positive emotion
5608,thank heavens for nice travelers. got a iphone charger from another delayed  passenger. #sxsw,Positive emotion
5609,"such an eventful day,earthquake, tsunami and #ipad 2 plus #sxsw..",No emotion toward brand or product
5610,did you ever got a high5 when you were buying a product probably not but by #apple in the queue line that's normal #sxsw,No emotion toward brand or product
5611,"ok, i'm over not being at sxsw, i'm too into garage band for ipad to notice. #stunned #sxsw",No emotion toward brand or product
5612,heading over to ballroom b 'your mom has an ipad-designing for boomers' #sxsw,No emotion toward brand or product
5613,"bounced over to catch google's marissa mayer speak. always admired her - intelligent, classy, successful. #girlcrush #sxsw",Positive emotion
5614,heading over with  shortly to record some video at the popup apple store at southby - expecting big ipad2 sales! #sxsw,Positive emotion
5615,"network overload: google to launch major new social network called circles, today?  #sxsw (via",No emotion toward brand or product
5616,totally overshadowing #sxsw. apple wins again. rt  ipad 2 arrives tomorrow at 5 p.m.,Positive emotion
5617,funny xd very funny xd  rebecca black dionne warwick #sxsw ipad,No emotion toward brand or product
5618,what is everyone using to keep track of what they plan to do at #sxsw? your regular google calendar? i need guidance!,No emotion toward brand or product
5619,porting everything to my new ipad2 before i head off to #sxsw on sunday. syncing over 3k songs takes a while. #apple,Positive emotion
5620,#google (via  denies it will be launching #circles at #sxsw  -hope it fares better than #wave and #buzz when it comes,No emotion toward brand or product
5621,here's a view inside -  rt  apple popup store at #sxsw,No emotion toward brand or product
5622,"our interview w marissa mayer from #sxsw on google 3.0, how working for larry will be different than working for eric",No emotion toward brand or product
5623,"had to navigate for the cabbie with google maps. natives: 0, geeks: 1. #sxsw",No emotion toward brand or product
5624,really loving marissa mayer's presentation on mobile #google #sxsw,No emotion toward brand or product
5625,"google giving social another go?  google circles, let's see what the guys at #sxsw make of it",No emotion toward brand or product
5626,photo: saving up for an ipad 2 #sxsw style! #hpsxsw (taken with instagram),Positive emotion
5627,rescuing virtual robots in your daily life with your iphone. envisioning the day of the last tv broadcast. and that's just the morning #sxsw,Positive emotion
5628,"websites visited: 73 google, 66.7 microsoft, 50.6 facebook, 48 yahoo, 31, wikimedia -  #diversity #sxsw",No emotion toward brand or product
5629,how you avoid long lines & jam packed parties at #sxsw with #hurricane #party the new #iphone #app  #smm #geo #marketing,No emotion toward brand or product
5630,protip: avoid the austin-area apple stores on friday #sxsw,Negative emotion
5631,auntie's voxpop of  popular #sxsw apps is worth a watch:  not many android phones on view.,Negative emotion
5632,the #ogilvy au #sxsw podcast channel is now open for bizness in itunes. subscribe for daily updates,No emotion toward brand or product
5633,cheese ftw !!!  unlv pearl harbor #sxsw ipad,No emotion toward brand or product
5634,loving new  for iphone w #sxsw channel by,Positive emotion
5635,need a few #android loving volunteers from 10:45am-3 at #sxsw,Positive emotion
5636,i love how #sxsw is an alt universe where everyone uses apple products and  is the fastest way to reach someone,Positive emotion
5637,i just saw a blind guy with an iphone. only at #sxsw,No emotion toward brand or product
5638,free #sxsw cd download. various artists - sxsw: featured artists -  #itunes,No emotion toward brand or product
5639,took a few days off (unplugged) to visit family. anyone have #sxsw highlights? my google reader is bursting at the seams!,No emotion toward brand or product
5640,"""sxsw go is now available iphone, ipad, android, blackberry, and coming soon for windows phone 7"" presented by hp. wait what?! #sxsw #webos",No emotion toward brand or product
5641,dear #sxsw goer... please look up from your fucking iphone when walking the halls. thanks hipsters. hilarious!,Negative emotion
5642,"this #sxsw i am grateful for: my bicycle, having a back-up twitter app. cursing: losing an hour of zzzs, iphone battery life.",Negative emotion
5643,dear #sxsw iphone app: you suck again this year! (sitby.us is great but doesn't include film sessions),Negative emotion
5644,"wow, #sxsw is so big that apple is not just attending, their bringing along a temporary store!",Positive emotion
5645,woah #sxsw is the buzz word i wake up to!  i had to google it to work out what it was!! #imanaussie,No emotion toward brand or product
5646,"wonder how many sold at #sxsw? ipad 2 sold out, 70 went to new buyers report",No emotion toward brand or product
5647,free #sxsw music sampler on #itunes. includes  barton hollow. (opens itunes),Positive emotion
5648,hmma slew of iphone app updates (inc. #4sq3) the past few days? can only mean one thing: it's #sxsw soon.,No emotion toward brand or product
5649,"hey, #sxsw peeps: go hang out w burners now!  burn-b-q at pan-american park 5-8pm:  cc",No emotion toward brand or product
5650,free #sxsw playlist.. enjoy,No emotion toward brand or product
5651,"dear #sxsw re new rule of 'google b4 twtng..' also add re #film  replace '..locatn, locatn..' w '..contxt, cntxt, cntxt..'",No emotion toward brand or product
5652,"dang #sxsw rumors rt  false alarm: google circles not coming now, and probably not ever (allthingsd):",No emotion toward brand or product
5653,next #sxsw session - do agencies need to think like software companies? panel with google & barbarian group.,No emotion toward brand or product
5654,i just saw someone filming the #sxsw trade show floor w a teeny hand held steady cam for his iphone. #jealous,Positive emotion
5655,"free #sxsw streamsdownloads via new free winamp app in android market, direct link to app download in market",Positive emotion
5656,i love how the mac:pc ratio is like 25 to 1 and the ipad:person ratio is like three-quarters to one #sxsw (seriously. ton of ipads),Positive emotion
5657,apple know their target audience. pop-up shop  sxsw to sell ipad 2 on launch day. #sxsw #apple,Positive emotion
5658,don't know what bands to see at #sxsw?  the festival explorer austin edition will help you decide!,No emotion toward brand or product
5659,wanna know where to get lunch during #sxsw without waiting 30min?  ask around. i did.  saved me lots of time.,No emotion toward brand or product
5660,free #sxsw: featured artists playlist on #itunes:  #freemusic,No emotion toward brand or product
5661,tired of waiting in line  stores? best buy in austin announces ipad2 on sale today. #sxswinfo #sxsw,No emotion toward brand or product
5662,"case you wanna stalk me: google, austinjs, rocksauce, then shang. i will accomplish all of these things. #sxsw",No emotion toward brand or product
5663,"lightbox wants to be android's new camera, raises 1.1 million from valley players bit.lyea1zgd #sxsw #betainvites",No emotion toward brand or product
5664,"location wars are heating up in austin. google latitude launching check-in offers, ""mayorships"", ...  #sxsw",No emotion toward brand or product
5665,if there was ever any doubt on the influence of apple on the innovation community just have a look a #sxsw ipads and iphone4's everywhere..,Positive emotion
5666,"i wish i was in austin, if only for the free ipad 2s. #sxsw",Positive emotion
5667,was just chatting with someone about the proliferation of ipad 2 at #sxsw - like an ipad reunion.,No emotion toward brand or product
5668,"mashable was there to talk to line takers, many of whom spent the better part of the ...  #ipad #sxsw #gadgets",No emotion toward brand or product
5669,"the line was too long the other day... but i'm just curious anyway :p #sxsw ( apple store, sxsw w 4 others)",No emotion toward brand or product
5670,was your #sxsw ipad talk along the same lines as your ipad talk at 360idev? or is it basically different content?,No emotion toward brand or product
5671,"about to watch ""something ventured"", a documentary about the entrepreneurs behind apple, intel, cisco & atari. filmakers in attendence #sxsw",No emotion toward brand or product
5672,#sxsw crowd in austin swarms for ipad 2 launch  via  - sadly i wasn't one of them :-(,Positive emotion
5673,#sxsw crowd swarms for ipad 2 launch,Positive emotion
5674,sxsw: crowds for ipad 2 launch - cnn  #sxsw,No emotion toward brand or product
5675,we are in line at the apple pop-up store at #sxsw. less than 50 people in line at 1pm! #score,No emotion toward brand or product
5676,we are working towards android but it won't be ready by #sxsw. thanks for the interest!,No emotion toward brand or product
5677,we can offer an apple and some tinfoil. #sxsw?,No emotion toward brand or product
5678,we were on the right track rt  clever - apple set to open popup shop in core of #sxsw action,Positive emotion
5679,crowley: we're growing up. foursquare  competitors are now facebook & google. #checkins #sxsw #ketchsx,No emotion toward brand or product
5680,#sxsw i tweeted too fast it appears google may do a preview today of circles their new social endeavor.,Positive emotion
5681,"i'll be tweeting out #sxsw sessions i'm going to.  up first: young entrepreneurs, marissa mayer of google and  of wordpress",No emotion toward brand or product
5682,well #sxsw is an ipad commercial ... but i want to minimize the wear and tear of my laptop.,No emotion toward brand or product
5683,well i did hear that someone was gonna setup a pop up apple store during #sxsw .  oh wait...that wasnt about the fruit?,No emotion toward brand or product
5684,well put. totally agree! #apple #sxsw,No emotion toward brand or product
5685,"well, i hope you make it easier for me to find you. i have a little android who wants to say hi! #sxsw#",Positive emotion
5686,"i wish i were at #sxsw. i wish i had an ipad 2. there, i said it.",Positive emotion
5687,ummmm...awesome? party? rt djroe apple store downtown austin open til midnight. #sxsw,Positive emotion
